SRF034.B,SRF035.B,SRF036.B,SRF037.B,SRF038.B,SRF039.B,SRF061.B,SRF062.B,SRF063.B,SRF064.B,SRF019.B,SRF020.B,SRF021.B,SRF022.B,SRF023.B,SRF024.B,SRF025.B,SRF026.B,SRF027.B,SRF028.B,SRF029.B,SRF030.B,SRF031.B,SRF032.B,SRF033.B,SRF072.B,SRF073.B,SRF065.B,SRF066.B,SRF067.B,SRF068.B,SRF069.B,SRF070.B,SRF071.B,SRF001.B,SRF002.B,SRF003.B,SRF004.B,SRF005.B,SRF006.B,SRF007.B,SRF008.B,SRF009.B,SRF010.B,SRF011.B,SRF012.B,SRF013.B,SRF014.B,SRF015.B,SRF016.B,SRF017.B,SRF018.B,L9,L10,L7,L4
6,7,7,7,7,7,5,6,3,5,5,4,3,2,3,2,4,3,6,2,2,1,2,3,2,50,4,4,6,5,5,5,4,1,6,1,1,6,6,6,3,2,5,4,6,3,3,4,4,4,6,1,-0.3460456035785576,-0.08563693814499,-0.19723919134518444,-0.08343714578931204
6,6,6,6,6,6,4,2,1,7,6,7,6,6,6,7,7,6,7,7,7,7,7,7,6,92,5,6,6,2,1,3,2,6,5,4,5,6,2,1,6,1,1,5,4,5,5,6,2,1,4,5,0.2929975470857466,0.10166535835061297,0.11057768256126696,0.12133207414083062
7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,80,7,1,1,1,1,1,1,1,2,5,6,1,1,1,5,6,6,6,6,6,6,6,6,1,2,6,0.3939843925231544,0.15071158286310746,0.21100862842238088,0.14254064591108523
6,6,7,6,6,6,7,5,5,6,5,6,6,6,5,6,6,6,6,4,5,5,5,5,6,70,5,3,3,3,5,3,6,3,4,5,5,4,3,5,5,5,5,4,5,5,5,5,3,3,5,4,0.1278036188464879,0.053053436575508074,0.1334933698772591,0.029371719496868638
7,7,7,7,6,6,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,50,5,1,3,5,7,1,5,7,6,1,6,6,6,1,6,1,1,6,4,4,5,6,2,4,6,6,0.3530422605857196,0.14601398213445993,0.20779618715293463,0.11634789097687766
5,6,5,5,5,4,4,4,4,4,5,5,5,4,5,5,5,4,5,5,5,5,6,5,5,90,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,-0.006061014908507541,-0.03043021487911058,0.016376234940373696,-0.014416494778142427
7,6,6,6,4,6,7,4,2,7,5,5,4,6,5,4,5,3,4,4,5,3,2,3,4,93,5,1,5,5,4,2,4,5,4,3,4,4,2,3,3,4,3,5,3,3,3,6,3,1,5,4,0.026669518157285382,-0.006687842426871674,0.0032678531547478047,0.001284586699503416
7,5,7,7,7,7,4,3,1,2,7,7,7,7,7,5,7,7,5,6,7,7,5,7,7,80,6,3,5,3,1,1,7,2,6,6,6,6,4,5,6,5,6,4,4,6,6,5,1,1,6,5,0.3262421673998507,0.14050322843771407,0.21939058239400447,0.10887733267157973
7,7,7,7,7,7,7,7,5,7,5,5,7,7,7,7,7,7,3,3,5,5,5,5,7,80,4,1,1,3,3,3,3,3,6,6,3,3,6,3,5,4,4,3,4,4,3,6,3,4,4,2,0.16970954550745085,0.04885622708482845,0.06284038136676126,0.07932028160517181
7,7,7,7,7,7,7,3,3,7,6,7,3,5,7,7,6,3,3,3,7,7,7,7,3,50,4,1,7,5,7,7,3,3,2,1,1,4,4,2,4,4,4,3,6,6,4,4,4,3,6,3,0.01544785519724105,0.038433047407489325,-0.11715059775809708,-9.515564667146182e-4
4,5,4,4,5,6,2,4,5,6,5,5,3,4,4,5,3,2,2,4,5,3,4,3,3,80,4,5,4,6,5,6,2,6,4,4,2,5,6,5,4,3,4,3,5,4,4,5,3,2,5,1,-0.220532820128123,-0.10385947114377403,-0.152556114756853,-0.07435632407692491
7,7,7,7,7,7,7,3,2,7,6,7,6,7,5,7,7,7,6,6,7,5,6,5,6,70,6,1,1,5,5,5,7,7,1,3,5,6,6,2,5,4,2,6,5,6,6,6,1,3,6,6,0.31818544178954855,0.096681144437973085,0.2774566829483929,0.06861787476584127
6,6,6,6,6,6,6,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,70,4,4,5,4,4,3,4,2,5,4,6,5,4,4,5,2,4,6,3,6,4,6,3,4,3,4,0.17677923726233352,0.058218528769852784,0.16345700761378001,0.04987754210119881
6,7,7,5,4,7,5,5,2,6,5,5,4,4,2,4,4,3,5,2,6,3,4,3,4,60,4,6,6,5,7,7,1,1,4,5,3,4,6,3,5,5,5,5,6,5,2,6,4,4,4,3,-0.12322470109801391,-0.04461687857770665,-0.05450990162386463,0.012297146686230262
7,7,7,7,7,7,4,5,1,7,2,7,5,6,6,7,7,2,2,4,5,5,5,4,4,50,4,7,7,5,1,1,7,1,5,1,1,6,5,2,6,3,4,4,6,4,4,6,1,5,6,5,0.002558477751826288,0.04238724515810656,-0.07347299275017538,0.02856041816936778
5,5,5,4,5,4,4,5,4,3,4,3,4,4,2,5,1,3,2,1,3,1,4,4,4,20,2,6,3,5,4,4,4,3,4,2,1,2,6,2,3,5,5,2,6,2,2,3,6,6,3,4,-0.35209169531904505,-0.11933168100368267,-0.3334632297055918,-0.08765685770610578
1,2,1,1,2,2,5,6,5,5,7,7,2,2,4,7,6,4,5,4,7,4,6,4,4,80,4,3,1,1,1,1,6,2,6,4,4,6,1,1,5,2,1,4,1,5,4,6,1,4,6,3,-0.050478925382050135,-0.03213072460576126,8.466120207657523e-4,-0.05944120592319711
6,4,4,5,5,4,7,4,4,6,1,4,4,6,1,4,4,2,1,2,5,3,2,1,3,20,4,7,5,6,6,4,1,4,5,6,2,NA,NA,6,4,NA,6,4,NA,1,2,5,5,NA,4,5,-0.26791186226939234,-0.10911065111341282,-0.14654069056328153,-0.06117117735423455
7,2,3,3,4,4,7,5,7,7,7,1,1,7,1,3,4,3,1,3,5,3,4,1,3,40,3,5,3,7,7,7,1,7,4,3,3,5,3,6,6,6,6,1,6,1,2,6,6,1,6,1,-0.33294519602722505,-0.18074825133092776,-0.3510824767003069,-0.1309410502601859
7,7,7,7,7,5,7,5,1,7,5,7,7,7,3,5,7,7,6,3,7,3,7,5,7,50,1,1,5,1,4,6,7,1,6,6,6,4,6,4,6,1,1,3,6,6,6,6,1,4,6,1,0.21266773430233177,0.07287047094032092,0.27538012931209466,0.01357030806260299
4,5,7,7,6,6,4,1,1,4,4,7,3,7,2,6,6,2,4,3,6,3,4,2,2,50,4,6,4,7,7,1,4,7,4,6,3,5,5,4,4,4,1,4,5,6,3,6,1,1,6,5,-0.02678695050602601,-0.02863710244853292,0.024190561220809058,-0.041868269304376156
7,7,7,7,7,7,2,6,3,7,6,7,7,7,7,6,7,5,6,7,7,5,7,6,1,40,5,6,5,6,2,2,6,1,6,1,4,3,4,1,5,2,1,6,4,6,5,6,2,3,4,3,0.10756475173169293,0.08394080542250439,-0.056190572136778805,0.037075597527927856
5,7,7,7,7,7,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2,1,1,1,1,1,1,1,1,1,1,6,6,6,3,6,1,1,1,4,1,1,1,1,6,1,-0.5635232033506952,-0.18580845737819884,-0.3769905328869124,-0.1737888896111483
7,7,7,7,7,7,6,4,4,6,7,7,7,7,7,4,7,7,7,7,4,7,7,7,4,100,7,2,4,4,4,4,4,4,6,6,6,6,1,1,6,1,1,6,1,6,6,6,1,1,1,6,0.41567522220998354,0.16976240434953566,0.22548931491484106,0.15676497335563766
5,5,6,6,6,6,7,3,3,7,6,6,5,5,4,6,3,6,5,3,5,4,3,2,5,83,4,4,4,5,5,2,3,4,3,4,4,3,4,5,4,3,2,4,4,4,3,4,4,3,5,4,0.04508467590902259,-0.008891247404525375,0.039453192017666054,-0.021178627535548656
7,7,7,4,7,6,6,2,7,4,6,4,3,3,4,6,4,2,3,2,6,4,6,5,4,57,4,6,5,6,5,6,4,5,5,3,4,5,5,3,4,2,2,4,4,4,4,6,3,4,2,3,-0.14413297683627418,-0.03319470642581075,-0.046569810302741745,-0.030907958407262365
7,7,7,7,7,7,4,7,5,5,7,6,3,6,7,4,7,1,5,4,4,5,6,3,1,70,4,4,6,2,5,4,5,1,6,4,3,6,1,6,5,1,3,5,5,6,4,6,3,1,6,6,-0.0633501746273934,0.0319323593932494,-0.03514769213729799,0.008110136124346527
5,5,5,5,5,7,5,1,1,7,7,7,7,6,7,7,7,7,7,7,7,3,3,5,7,50,4,1,7,1,3,1,1,1,6,3,3,4,1,4,6,6,1,6,6,6,1,6,1,1,6,6,0.09669829471842331,0.08200109985289683,0.03065269389652947,0.09762400118209867
6,6,7,6,6,6,7,1,4,7,6,6,2,6,1,6,6,2,7,2,6,2,2,6,6,30,4,1,4,6,6,1,6,2,6,5,3,5,2,2,2,2,5,2,2,2,5,5,5,2,5,5,-0.03895830520759864,0.05904842941612933,-0.00823808584206279,0.021973206652977827
7,5,7,5,5,3,5,1,1,7,5,7,5,5,3,7,7,3,5,5,7,3,7,3,5,50,4,1,5,4,4,5,7,1,6,4,2,6,4,4,4,1,1,2,4,4,4,6,1,4,6,3,-0.053701401888795866,-0.019753100401233646,0.013659080891560102,-0.05554406090985251
7,7,7,7,7,7,7,4,1,7,7,7,3,5,1,7,5,4,4,5,6,6,6,5,4,50,3,1,5,4,5,4,7,5,6,2,3,3,2,3,3,2,6,6,4,6,4,6,2,3,6,6,0.11144701099200913,0.09477651399940942,0.07118925240562066,0.04401724439114748
4,4,7,7,7,7,7,1,1,7,7,7,5,7,4,7,7,6,7,7,7,7,7,7,4,100,7,4,7,1,3,4,4,1,6,6,5,4,4,1,6,5,2,6,3,6,4,6,2,6,5,2,0.3695585155754584,0.13441475184877083,0.1455362888722394,0.12002652852767552
6,6,7,6,4,4,7,5,3,5,7,7,6,7,3,7,7,7,7,3,7,6,3,5,7,95,4,3,4,3,4,1,7,5,6,5,4,6,3,4,6,1,4,6,1,6,5,6,4,6,6,6,0.2924031785261552,0.07572389411361874,0.23987445399873,0.10155566533752536
7,4,5,4,4,5,4,5,1,7,7,6,4,1,3,5,2,3,4,1,7,3,4,2,2,50,6,3,6,1,1,1,3,5,3,3,5,1,6,3,3,3,2,6,4,2,1,4,1,3,4,3,-0.1987240998097552,-0.07299753948561362,-0.037629082189906966,-0.11490587510971566
7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,1,1,7,1,4,7,4,6,6,6,6,6,1,6,1,1,6,6,6,6,6,1,1,6,6,0.31951901654220494,0.16330454287228885,0.31962097826764274,0.1337968963786412
7,7,7,7,7,7,7,4,1,7,5,5,4,5,6,6,5,4,4,3,5,7,7,4,5,50,4,1,4,3,1,1,7,1,5,4,2,6,2,4,6,1,3,5,3,6,6,6,4,3,6,4,0.07275249455123331,0.04280657312397105,0.06810069903411078,0.05833309009978527
7,7,7,7,7,7,7,3,2,7,7,7,4,7,7,4,7,7,7,7,7,7,7,7,7,80,5,7,4,4,7,4,4,4,6,6,6,6,6,3,6,3,6,6,6,6,6,6,6,6,6,6,0.37214395682250156,0.15811783211449235,0.2615644258491432,0.16969552233472363
4,4,3,4,4,4,7,1,1,7,5,7,5,5,1,4,7,4,4,5,5,4,4,3,4,70,6,1,7,1,4,1,4,4,3,5,3,5,5,1,6,4,3,3,6,4,6,4,3,6,4,3,0.06344893522238351,-0.021477008281969145,0.040575526027927876,-0.039209226522774726
5,6,7,6,4,4,6,3,1,6,5,6,4,5,4,5,4,4,4,7,6,5,6,4,5,80,7,2,5,5,6,5,4,6,3,5,6,3,3,5,4,4,2,5,6,6,4,4,2,1,4,6,0.07948918343105231,0.012168653966132308,0.13339384633252302,-0.0015031832100829293
3,5,5,6,5,6,5,3,1,7,7,4,1,5,1,7,5,5,3,5,5,5,3,3,5,5,3,6,7,3,4,3,3,5,5,1,1,5,6,6,1,4,6,1,6,6,1,6,3,6,6,1,-0.2532974670517776,-0.1009695698829739,-0.28494397886276557,-0.07400361327700467
7,5,7,5,7,5,7,7,4,7,6,6,1,1,2,3,6,6,1,1,1,7,7,7,1,30,3,7,1,7,7,5,3,5,5,1,2,6,6,6,5,3,1,6,6,6,6,6,1,6,6,3,-0.17150570388895658,-0.010632778300328053,-0.13010700752780407,-0.034510611536510416
6,7,6,7,6,7,4,6,4,5,5,4,7,3,2,4,4,1,5,1,6,1,4,3,1,70,4,4,4,5,5,5,5,4,6,4,1,4,4,4,1,3,3,4,4,6,5,6,1,6,5,3,-0.29861432889473144,-0.07236894673543,-0.19798515163766553,-0.05569193285956735
4,4,2,1,2,6,5,1,3,7,5,6,7,2,2,3,5,1,2,3,6,3,6,5,6,NA,4,2,7,2,2,2,6,4,3,2,1,3,3,6,5,1,1,1,5,5,3,3,1,3,5,1,-0.3679512020259497,-0.09245241807364743,-0.22881913887040964,-0.11965499574305313
5,4,5,5,4,4,6,5,1,7,5,6,6,5,2,6,6,4,6,5,7,3,3,2,4,75,4,3,5,3,5,6,7,3,5,5,5,6,5,3,4,1,2,4,6,3,3,4,3,4,6,5,0.03764790081136611,0.00256257530168309,0.08006230799871654,-0.02468814177612696
4,4,5,6,6,7,7,2,3,6,6,5,4,6,7,6,6,3,4,4,7,5,6,7,6,90,6,4,7,6,3,3,7,6,4,5,6,6,3,3,2,1,2,4,3,6,4,6,2,2,6,5,0.15105400765379398,0.0861625817253658,0.09008770458850436,0.06276711539387561
2,2,2,2,5,4,3,6,2,6,5,6,6,6,5,6,6,3,2,7,7,7,7,6,5,70,2,5,6,4,7,3,1,7,5,2,1,2,5,6,3,2,2,1,5,5,3,5,1,5,4,1,-0.13583522885867189,-0.06713217550393448,-0.2962681514713238,-0.06690088191166679
5,4,5,5,4,5,6,3,4,5,5,5,4,4,4,5,4,3,3,3,5,4,6,4,4,45,4,4,4,4,3,6,5,3,5,4,2,4,1,3,4,2,3,4,5,5,4,5,4,3,4,5,-0.14336175532062584,-0.031545279038937564,-0.13233108218540404,-0.017145832415853927
2,4,5,3,4,6,4,7,4,4,5,6,4,5,5,5,6,5,4,6,7,5,6,4,3,50,3,1,4,2,4,1,3,4,4,3,3,4,3,3,6,3,4,5,3,2,4,4,2,3,4,5,-0.035860614438308486,-0.0066751123098901955,-0.08574774039926891,-0.009547884950733925
6,6,7,7,7,6,4,5,2,6,5,7,7,6,4,7,7,3,6,5,7,6,7,6,6,70,5,5,5,3,3,4,5,3,6,4,3,5,3,2,4,5,1,5,4,5,6,6,2,3,1,1,0.13372659841822596,0.040118964742585826,0.12067668556675311,0.045301984742027665
5,6,7,5,7,6,4,5,1,7,5,6,6,5,3,6,4,6,1,4,5,2,5,3,4,65,5,1,5,5,2,2,7,4,3,6,2,5,2,6,3,3,5,5,5,3,3,5,3,4,6,5,-0.0013382381642263754,7.996266065695006e-5,0.10471382487826209,7.966164996825318e-4
4,5,4,4,4,4,5,4,7,4,2,2,2,2,3,1,2,4,2,3,4,3,4,4,4,15,2,7,5,7,7,7,3,7,4,3,2,4,5,6,1,6,6,2,5,2,4,3,4,6,5,2,-0.44573940007280133,-0.172298380660037,-0.2998315233617769,-0.11855583219690777
5,6,7,4,5,4,6,2,2,7,6,5,5,5,5,6,7,3,6,2,4,5,6,7,5,75,5,4,5,4,4,3,6,2,5,3,4,3,6,5,5,3,1,5,4,6,5,5,2,4,5,5,0.002369295096479229,0.039859396619096966,-0.03022201234659259,0.03718271423379836
5,5,6,5,6,5,6,7,2,6,4,4,4,3,5,6,5,4,3,5,5,4,4,5,3,50,4,4,5,5,3,4,5,3,6,2,1,3,3,4,4,4,4,3,3,4,4,6,3,2,5,3,-0.2187865901497552,-0.044709545458889326,-0.2593227600126321,-0.04386014759438197
4,5,5,4,4,2,7,5,2,7,7,7,7,4,4,7,4,2,5,4,7,4,4,6,4,75,4,6,2,2,4,3,2,6,6,3,1,5,4,5,3,1,4,4,1,4,2,6,2,6,6,1,-0.1496369920281862,-0.07196750999206676,-0.07419748382734478,-0.05706145746426905
6,3,7,7,7,7,6,7,4,7,1,7,2,7,6,7,4,2,2,1,7,5,7,5,2,30,4,3,2,6,7,4,1,7,5,3,2,5,4,6,5,6,1,2,3,4,5,2,1,5,5,6,-0.13802076031362337,0.025934001592525402,-0.21681118501050448,-0.040231939593628765
3,7,6,4,4,4,1,7,1,7,7,7,4,7,5,7,7,4,7,3,7,3,7,3,4,85,5,1,5,5,3,3,7,1,6,5,5,3,6,5,4,1,1,5,6,5,5,6,1,3,6,6,0.09818683836157241,0.04776503204327133,0.10933724961119766,0.024246158895523298
7,6,7,6,6,6,5,6,2,7,6,7,6,4,2,6,2,1,6,4,6,3,4,5,6,85,4,1,6,5,5,5,5,5,4,2,4,4,6,4,3,4,4,4,6,4,3,6,3,6,5,4,-0.04176638291169679,0.024193884628321366,0.06182920017769115,-0.031968670352077865
5,6,5,5,6,5,5,1,1,7,5,7,3,3,5,7,7,5,3,7,5,5,7,7,3,40,4,3,7,3,7,2,1,5,6,4,4,4,6,1,4,1,1,4,6,6,6,6,1,4,3,3,0.019915358097920683,0.04036671539744444,-0.02260097294226591,0.00962043642177642
7,5,7,7,7,7,3,3,3,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,90,6,3,3,1,5,5,7,3,6,6,6,6,6,3,6,4,3,4,4,6,4,6,6,3,3,2,0.32675387337493544,0.1225321103173401,0.14491208553191537,0.07537676321073568
6,6,6,5,6,6,4,6,3,5,6,7,5,3,5,6,7,2,5,6,7,4,5,3,5,80,4,3,5,6,5,3,6,5,4,3,3,4,5,4,3,5,2,5,4,5,5,6,2,4,4,5,-0.0569215251598484,-0.006288899398536406,0.07614168427576308,-0.035827241949911506
4,4,4,4,4,4,5,5,4,6,4,3,3,3,5,4,5,4,4,5,6,4,4,4,4,50,4,4,5,4,5,4,4,5,1,4,4,6,1,4,4,5,5,3,3,3,4,4,6,4,4,3,-0.2028495758198547,-0.10603457156069163,-0.11691470916461448,-0.07476951009327092
4,7,7,5,1,6,7,1,7,7,4,7,7,7,4,4,7,4,6,4,7,7,7,7,4,50,7,4,7,6,7,7,6,1,6,6,6,5,6,5,6,1,1,6,6,6,6,6,5,6,6,6,0.15065313454685572,0.11301318084211702,0.11313655635215136,0.11168801919662721
7,7,7,7,7,7,4,5,5,5,7,7,7,6,7,1,7,7,7,7,4,3,4,1,1,60,1,5,3,5,7,7,7,7,6,4,6,6,4,4,6,4,4,6,5,4,5,5,1,2,3,4,0.12743643385554676,0.029063726141031244,0.19091848554757557,-0.0273020455800235
4,7,7,7,7,7,5,2,1,7,7,7,5,7,4,7,7,6,7,7,7,2,5,4,6,70,6,1,7,3,5,4,4,4,6,5,4,5,6,6,4,1,1,5,3,6,5,6,1,4,6,5,0.13660266286951217,0.07539370258643131,0.1755343240816337,0.06053363293434404
6,5,6,5,6,6,6,6,5,7,5,4,5,5,4,5,4,5,4,5,4,4,3,5,5,60,4,3,3,4,4,2,3,5,3,4,3,2,4,4,3,3,4,4,3,4,3,5,3,3,3,4,-0.07438582832866941,-0.020175730619189886,-0.10161207394642244,2.8946669710232616e-4
4,6,6,6,6,6,4,7,7,7,4,7,7,1,4,6,6,4,4,4,4,4,4,4,6,77,4,7,7,7,7,7,4,4,5,1,2,1,4,6,6,1,1,6,6,6,1,6,1,4,6,6,-0.1805938930326269,-0.003597228215726027,-0.060571357720453536,-0.01854422666239252
7,7,7,7,5,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,5,7,4,4,100,6,1,5,5,1,7,7,1,6,6,6,1,4,1,6,1,1,6,3,6,6,6,4,1,3,6,0.35997047951103084,0.1466405027530136,0.19106240166592742,0.11088355028300101
6,4,6,5,6,4,4,4,4,4,1,2,1,1,5,6,4,2,2,2,2,5,4,4,3,40,3,6,5,7,7,5,2,6,4,2,2,4,6,5,2,5,3,1,5,3,2,3,5,5,5,1,-0.4245253832923043,-0.16658970407599985,-0.3610373043193149,-0.142799052705953
6,3,5,4,7,6,7,7,5,5,7,5,4,7,6,5,4,3,4,1,4,7,7,3,5,80,6,5,6,5,7,5,3,3,4,4,3,4,4,1,3,2,2,6,4,6,5,5,1,3,4,4,0.12543232879572813,0.005060130976971904,0.02503906976925558,0.03772053308926713
4,4,4,4,4,4,4,5,4,4,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,50,4,3,1,4,2,1,4,4,3,5,5,5,6,4,4,3,3,4,6,4,3,4,3,4,4,4,-0.06736149245109006,-0.046101866691749496,0.005206162851738,-0.044884307784257706
7,6,6,7,7,7,7,4,1,6,4,7,4,6,6,7,7,7,7,7,7,7,7,7,4,70,4,2,7,7,7,7,7,1,6,5,5,6,6,1,5,1,1,5,6,6,5,6,1,1,2,5,0.3369840813722718,0.1617662399617077,0.15927220601756625,0.11989978246102506
1,4,1,1,1,1,5,7,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,7,7,7,7,7,4,4,6,1,1,2,6,6,1,6,5,1,6,4,1,1,6,4,6,1,-0.7128470543307307,-0.2665947035509511,-0.553990275475652,-0.22673847600851665
4,7,1,2,6,1,3,1,7,4,6,6,1,6,6,7,4,1,1,6,7,5,5,5,4,75,3,5,5,7,4,4,3,7,6,1,1,6,5,2,5,3,1,1,6,5,6,5,1,4,6,1,-0.09802879633599147,-0.0972785431415658,-0.13760706214494195,-0.08712513157273202
7,7,7,3,7,7,7,6,1,7,7,7,2,1,1,7,3,1,1,6,7,4,6,4,7,50,4,1,6,7,7,2,7,2,5,1,1,6,6,6,4,5,3,6,6,6,5,6,1,2,6,5,-0.16666268510094942,0.01765282807211941,0.09902500825515,-0.013606189991152918
7,7,7,4,7,6,7,1,1,7,6,7,6,4,5,6,6,1,6,6,7,7,7,6,6,75,4,7,7,7,1,6,7,1,6,2,1,6,4,4,5,1,4,5,4,5,3,6,1,2,6,1,0.028942373327786465,0.0277750620866739,0.062145680907336166,0.03192496131331891
5,5,6,6,5,3,5,5,3,6,5,5,3,3,5,5,3,5,3,2,6,5,5,5,3,65,4,5,6,5,5,3,3,5,4,4,2,4,5,4,4,2,3,3,5,4,4,4,3,2,4,3,-0.1308758366070062,-0.06829217031955277,-0.14554049753651727,-0.048651483730664045
6,7,4,4,7,7,4,4,4,4,2,1,1,2,1,3,1,4,1,5,5,3,5,2,3,30,2,4,4,4,4,4,4,4,1,1,2,1,3,4,1,6,4,1,4,3,1,6,4,2,4,2,-0.3889091777312684,-0.1538017527836714,-0.35980599060563656,-0.13490941147835145
7,7,7,7,7,4,5,5,3,5,3,5,7,7,3,6,7,7,6,7,3,3,3,3,3,90,3,1,1,1,1,1,7,4,6,5,3,6,2,6,6,6,1,4,5,1,5,6,6,6,6,3,0.09964154692770776,-0.007464645589391453,0.08973601542104026,-0.002382131574518388
4,4,4,4,4,4,1,7,4,7,7,7,4,7,1,3,7,7,7,7,7,4,4,6,6,100,6,7,4,4,4,4,4,4,3,1,4,1,1,1,6,1,1,5,1,4,6,5,3,2,6,4,0.1563139677071285,0.025704668841001765,-0.06312855434702354,0.034222435996099934
6,6,6,2,7,6,7,7,1,7,7,7,7,1,1,7,7,2,7,7,7,7,7,7,7,80,5,4,7,4,4,4,7,2,6,2,5,6,5,5,5,1,2,5,6,2,1,6,1,6,6,6,0.024954996405377326,0.10676114094240352,0.1285891851498488,0.039677156452575565
5,4,5,5,5,5,7,5,5,7,4,5,4,4,3,4,4,4,3,3,5,3,3,4,4,38,4,5,5,5,5,5,5,5,6,3,4,4,6,4,4,4,4,4,5,4,4,4,4,4,4,3,-0.14947297114650465,-0.028934448451925714,-0.07816226260745297,-0.05486000359835502
4,4,4,4,4,4,6,2,7,7,4,7,6,6,4,5,6,6,6,5,6,6,6,4,6,50,4,3,1,2,2,2,2,1,3,1,2,2,6,4,6,1,1,4,4,6,6,6,1,1,3,2,0.003240924303724131,-0.031966451550469135,-0.07697057971133384,-0.033164254114392534
4,4,4,4,4,4,2,7,5,7,2,1,6,1,1,2,2,1,1,1,1,1,1,1,1,1,4,4,7,7,7,4,4,4,6,3,1,2,6,6,1,6,6,1,5,1,1,1,6,6,6,1,-0.6823728460110517,-0.2242080394648242,-0.4965191031244075,-0.1998839262428919
4,4,4,4,4,4,4,7,4,7,7,7,4,4,1,7,4,1,4,1,4,1,1,1,1,40,4,4,5,6,6,4,1,7,4,4,3,3,4,4,2,6,6,1,6,1,1,1,4,5,5,2,-0.33132671257274643,-0.1284580822091222,-0.18957407792770706,-0.19017145566897325
7,7,4,4,5,6,7,4,2,6,6,6,6,6,6,6,6,6,5,6,6,5,6,5,6,75,4,5,6,2,5,2,6,5,5,5,3,5,3,2,4,2,3,5,2,5,2,4,2,1,3,2,0.17199508864497487,0.022404007612535273,0.1390602635644557,0.0625000255266249
4,4,4,4,4,4,7,7,5,6,1,6,4,6,2,1,5,4,7,7,7,6,5,5,7,99,5,5,7,2,5,3,3,3,2,6,6,3,2,1,1,3,3,1,1,6,4,1,3,1,6,2,0.1416958238142561,-0.0017845361085218128,0.05204619565243744,-0.015409597086009114
6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,80,4,6,6,2,6,6,2,2,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,0.22103445580576003,0.08358424828444729,0.09338460168324593,0.11002150022843389
6,5,6,5,5,5,7,5,1,6,7,6,6,3,2,5,5,5,4,5,6,3,5,3,6,60,4,2,5,3,2,2,7,1,4,3,2,4,4,2,3,3,3,2,4,4,4,5,2,3,3,3,-0.059405603400658834,-0.023501637931136292,-0.03809958626723672,-0.049633243583851336
3,2,7,4,7,3,4,3,4,6,5,4,4,4,1,5,4,2,1,3,3,1,2,3,3,50,4,7,4,5,7,3,4,4,3,2,6,3,5,3,6,5,5,1,4,3,4,2,2,3,6,3,-0.25205156200721424,-0.08753309227809665,-0.20615443898375135,-0.1647298166261285
4,4,4,4,4,4,4,1,1,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,75,5,4,4,4,4,4,4,4,6,4,5,5,6,2,4,2,1,4,6,5,6,5,4,4,4,3,0.2784473136408162,0.07664573657368305,0.08407618996475605,0.08524409908038572
4,4,4,4,4,4,7,1,4,7,7,7,7,7,7,7,7,7,6,7,7,7,4,4,7,80,6,1,6,1,4,4,4,4,5,1,6,5,1,1,6,4,1,5,1,6,6,6,1,1,6,6,0.31764022123203844,0.08735534580142965,0.12711574026654424,0.059924901367746766
4,4,4,4,4,4,4,5,1,7,3,4,1,4,1,4,4,1,1,1,4,4,4,4,4,50,4,1,4,4,1,4,7,1,4,3,2,4,5,4,4,4,3,3,6,3,4,3,3,6,4,1,-0.21959064297582503,-0.08382780888924764,-0.15813321349771609,-0.07980449805658714
3,5,6,3,3,3,1,7,1,1,5,6,7,1,1,7,7,1,5,5,6,3,6,6,3,50,4,1,7,3,1,1,1,2,6,2,1,5,6,3,5,1,2,5,6,5,4,5,2,5,5,1,-0.32535629011436984,-0.11363694561950384,-0.16282051567494385,-0.0853375963574152
7,6,7,5,7,7,4,2,6,7,7,7,6,7,6,5,7,1,3,5,6,7,7,4,7,60,4,2,7,7,1,1,1,4,6,2,1,2,2,4,4,2,1,6,6,6,4,6,3,2,4,1,0.027802038510674615,-0.0028089078990780753,0.03522015244642836,0.024794544461207844
7,7,7,5,6,7,4,4,4,4,6,5,5,1,7,5,2,4,4,3,4,7,3,7,5,80,4,5,1,5,5,5,4,1,4,1,3,3,2,1,6,2,5,4,6,6,5,6,1,5,1,1,-0.04255203925531623,0.0019272942404793755,-0.11186462503267255,0.009488500448217089
